StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Demographic_Q1,Demographic_Q2,Demographic_Q3,Demographic_Q4,Demographic_Q5,Demographic_Q6,WHO_Q1,WHO_Q2,WHO_Q3,WHO_Q4,WHO_Q5,PEB_Q1,PEB_Q2,PEB_Q3,PEB_Q4,PEB_Q5,PEB_Q6,PEB_Q7,PEB_Q8,PEB_Q9,PEB_Q10,PEB_Q11,PEB_Q12,PEB_Q13,NR_Q1,NR_Q2,NR_Q3,NR_Q4,NR_Q5,NR_Q6,NR_Q7,NR_Q8,NR_Q9,NR_Q10,NR_Q11,NR_Q12,NR_Q13,NR_Q14,NR_Q15,NR_Q16,NR_Q17,NR_Q18,NR_Q19,NR_Q20,NR_Q21
28/01/2024 19:22,28/01/2024 19:36,100,842,TRUE,28/01/2024 19:36,R_4ErRiFkYofcmPNr,19,Woman,Large city,Student,2,Over 6 hours,Less than half of the time,Less than half of the time,Some of the time,Some of the time,Less than half of the time,Rarely,Never,Occasionally,Never,Never,Never,Occasionally,Rarely,Never,Never,Often,Often,Often,Disagree a little,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Disagree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little
31/01/2024 11:05,31/01/2024 11:09,100,218,TRUE,31/01/2024 11:09,R_1TFyHaRCSfGACcY,18,Woman,Large city,Student,2,2 hours,Less than half of the time,More than half of the time,Some of the time,Less than half of the time,More than half of the time,Never,Never,Rarely,Never,Occasionally,Never,Rarely,Never,Never,Never,Often,Often,Occasionally,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Agree a little
31/01/2024 11:44,31/01/2024 11:49,100,318,TRUE,31/01/2024 11:49,R_2Hym63yOBsliTh7,20,Woman,Large city,Student,1,4 hours,More than half of the time,Less than half of the time,More than half of the time,Some of the time,More than half of the time,Occasionally,Never,Occasionally,Never,Never,Never,Often,Often,Never,Never,Often,Often,Often,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree strongly,Agree strongly
31/01/2024 21:20,31/01/2024 21:24,100,265,TRUE,31/01/2024 21:24,R_77O7oeHLeImSthH,18,Woman,Rural area,Student,3,5 hours,Most of the time,Most of the time,More than half of the time,More than half of the time,Most of the time,Occasionally,Occasionally,Occasionally,Rarely,Often,Occasionally,Occasionally,Often,Occasionally,Often,Very often,Very often,Often,Agree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree
01/02/2024 14:27,01/02/2024 14:33,100,385,TRUE,01/02/2024 14:33,R_4QMNojCPnxjsqEP,34,Woman,Large city,Student,0,4 hours,Some of the time,Less than half of the time,At no time,At no time,Some of the time,Rarely,Never,Rarely,Never,Never,Never,Occasionally,Rarely,Never,Never,Rarely,Rarely,Occasionally,Disagree a little,Disagree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Agree strongly,Agree a little,Disagree strongly,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
02/02/2024 15:36,02/02/2024 15:41,100,259,TRUE,02/02/2024 15:41,R_2GDqCRIFC0sh4OK,19,Woman,Large city,Student,1,Over 6 hours,More than half of the time,Less than half of the time,More than half of the time,Some of the time,Less than half of the time,Never,Never,Occasionally,Never,Occasionally,Rarely,Very often,Never,Never,Occasionally,Often,Often,Very often,Agree a little,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly
05/02/2024 14:32,05/02/2024 14:38,100,323,TRUE,05/02/2024 14:38,R_22gteii9LhGVrgk,20,Non-binary,Small city or town,Student,0,Over 6 hours,Most of the time,More than half of the time,More than half of the time,More than half of the time,More than half of the time,Rarely,Rarely,Often,Often,Often,Rarely,Occasionally,Never,Never,Never,Very often,Occasionally,Very often,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree
06/02/2024 12:09,06/02/2024 12:13,100,250,TRUE,06/02/2024 12:13,R_4veRKd0uEBOdP5C,20,Woman,Rural area,Student,3,3 hours,Less than half of the time,More than half of the time,Most of the time,Some of the time,Some of the time,Rarely,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Often,Never,Rarely,Agree strongly,Agree a little,Disagree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree a little
06/02/2024 21:32,06/02/2024 21:36,100,285,TRUE,06/02/2024 21:36,R_6EjA41QQ2IuBJtf,18,Woman,Large city,Student,1,5 hours,More than half of the time,Most of the time,Most of the time,All the time,Most of the time,Occasionally,Often,Very often,Often,Very often,Often,Often,Often,Occasionally,Occasionally,Very often,Very often,Very often,Agree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
08/02/2024 12:28,08/02/2024 12:31,100,187,TRUE,08/02/2024 12:31,R_6rIk4K7d6MecdYJ,18,Woman,Rural area,Student,1,5 hours,Most of the time,Most of the time,Some of the time,Some of the time,More than half of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Often,Occasionally,Occasionally,Disagree strongly,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree strongly,Disagree a little,Disagree a little,Disagree strongly,Disagree strongly
04/02/2024 12:34,04/02/2024 13:46,94,4266,FALSE,11/02/2024 13:46,R_1hXVOTCNM7mju9g,39,Man,Small city or town,Employed,7,Over 6 hours,Most of the time,Most of the time,More than half of the time,More than half of the time,Most of the time,Rarely,Never,Rarely,Never,Never,Never,Often,Very often,Never,Never,Very often,Often,Very often,Agree strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree strongly
12/02/2024 15:54,12/02/2024 15:56,100,140,TRUE,12/02/2024 15:56,R_2rq0zNr4tpjsfd2,19,Non-binary,Large city,Student,0,Over 6 hours,More than half of the time,Less than half of the time,More than half of the time,Some of the time,More than half of the time,Rarely,Rarely,Often,Rarely,Often,Occasionally,Rarely,Never,Rarely,Never,Often,Occasionally,Often,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little
12/02/2024 15:52,12/02/2024 15:56,100,271,TRUE,12/02/2024 15:56,R_1RxZHgwni5KhBWp,19,Woman,Large city,Student,2,4 hours,Less than half of the time,Less than half of the time,Less than half of the time,Some of the time,At no time,Rarely,Rarely,Often,Rarely,Never,Never,Occasionally,Occasionally,Rarely,Never,Very often,Often,Very often,Agree strongly,Disagree a little,Disagree strongly,Agree a little,Agree a little,Agree strongly,Disagree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
12/02/2024 17:15,12/02/2024 17:21,100,309,TRUE,12/02/2024 17:21,R_4dM2zx85IViHYie,41,Woman,Small city or town,Employed,2,30 minutes - 1 hour,At no time,Some of the time,At no time,At no time,At no time,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Very often,Very often,Very often,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Disagree a little
12/02/2024 18:19,12/02/2024 18:26,100,424,TRUE,12/02/2024 18:26,R_75LTijmetmhgLWd,28,Woman,Large city,Student,5,Up to 2 hours,Less than half of the time,More than half of the time,Some of the time,At no time,Most of the time,Never,Never,Rarely,Never,Rarely,Never,Often,Occasionally,Never,Never,Very often,Very often,Occasionally,Agree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree a little
12/02/2024 15:55,12/02/2024 22:33,100,23919,TRUE,12/02/2024 22:33,R_8XpSdmthOCIMTgk,19,Man,Large city,Student,,Over 6 hours,Most of the time,Most of the time,Most of the time,Most of the time,All the time,Rarely,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Often,Very often,Often,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Disagree a little,Disagree strongly,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree a little
13/02/2024 12:35,13/02/2024 12:57,100,1308,TRUE,13/02/2024 12:57,R_3PCrIunIJ1mWc3h,42,Woman,Suburb near a large city,Student,2,Over 6 hours,More than half of the time,Most of the time,Most of the time,More than half of the time,Most of the time,Never,Never,Often,Rarely,Often,Very often,Occasionally,Very often,Never,Never,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Agree a little,Agree a little,Agree strongly
13/02/2024 23:28,13/02/2024 23:34,100,317,TRUE,13/02/2024 23:34,R_82F8fjUSd1Iz2ZK,18,Woman,Large city,Student,1,Up to 2 hours,More than half of the time,Some of the time,More than half of the time,Some of the time,More than half of the time,Never,Never,Rarely,Never,Never,Never,Occasionally,Occasionally,Never,Never,Often,Often,Rarely,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little
14/02/2024 18:21,14/02/2024 18:49,100,1655,TRUE,14/02/2024 18:49,R_8k3mTtfCopuJCr7,22,Woman,Small city or town,Employed,3,3 hours,Less than half of the time,Less than half of the time,Most of the time,Some of the time,Some of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Very often,Very often,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree a little
16/02/2024 12:08,16/02/2024 12:11,100,191,TRUE,16/02/2024 12:11,R_2LG5Tyl4Rt7tiC7,18,Woman,Small city or town,Student,,3 hours,Most of the time,Most of the time,All the time,More than half of the time,Most of the time,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Often,Rarely,Occasionally,Agree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little
16/02/2024 14:28,16/02/2024 14:34,100,338,TRUE,16/02/2024 14:34,R_4k4D8xu1HoC2Mif,18,Woman,Small city or town,Student,5,Over 6 hours,More than half of the time,More than half of the time,More than half of the time,Less than half of the time,Most of the time,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Often,Occasionally,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree
16/02/2024 14:52,16/02/2024 14:55,100,230,TRUE,16/02/2024 14:55,R_3B2m6oIOMajhviN,18,Woman,Suburb near a large city,Student,3,Over 6 hours,Most of the time,Most of the time,More than half of the time,Less than half of the time,Less than half of the time,Rarely,Rarely,Rarely,Never,Rarely,Occasionally,Rarely,Rarely,Never,Never,Very often,Occasionally,Often,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree
17/02/2024 13:34,17/02/2024 13:45,100,651,TRUE,17/02/2024 13:45,R_5eG00KcIMug6YIQ,20,Woman,Large city,Student,3,Over 6 hours,More than half of the time,Less than half of the time,More than half of the time,Some of the time,Less than half of the time,Rarely,Rarely,Never,Never,Occasionally,Occasionally,Often,Never,Rarely,Occasionally,Often,Often,Occasionally,Agree a little,Agree a little,Disagree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree
18/02/2024 08:27,18/02/2024 08:34,100,409,TRUE,18/02/2024 08:34,R_2cw0VlReQd1gGu0,32,Woman,Small city or town,Employed,5,Over 6 hours,More than half of the time,Most of the time,Less than half of the time,Less than half of the time,Most of the time,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Often,Never,Never,Very often,Never,Occasionally,Agree a little,Disagree strongly,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Agree strongly,Disagree strongly,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little
18/02/2024 15:44,18/02/2024 15:49,100,336,TRUE,18/02/2024 15:49,R_5cTll5uJoKM0di8,18,Man,Small city or town,Student,2,Over 6 hours,More than half of the time,More than half of the time,Less than half of the time,Some of the time,Less than half of the time,Occasionally,Often,Rarely,Never,Very often,Rarely,Occasionally,Often,Often,Occasionally,Very often,Often,Rarely,Disagree a little,Disagree strongly,Disagree a little,Agree strongly,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree
19/02/2024 09:33,19/02/2024 09:38,100,300,TRUE,19/02/2024 09:38,R_2DfCRmtRXCzboUV,21,Woman,Large city,Student,2,Over 6 hours,Most of the time,More than half of the time,Most of the time,Most of the time,Most of the time,Rarely,Rarely,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Often,Occasionally,Often,Agree a little,Disagree strongly,Disagree strongly,Disagree a little,Disagree a little,Disagree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly
19/02/2024 10:31,19/02/2024 10:42,100,619,TRUE,19/02/2024 10:42,R_2mWwSGH9A565B8U,19,Woman,Large city,Student,3,Over 6 hours,More than half of the time,Less than half of the time,Some of the time,Less than half of the time,More than half of the time,Rarely,Never,Rarely,Never,Never,Never,Occasionally,Rarely,Rarely,Never,Often,,Occasionally,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree
19/02/2024 11:15,19/02/2024 11:21,100,378,TRUE,19/02/2024 11:21,R_6s4WDeTQAgXT2ml,18,Woman,Large city,Student,4,Over 6 hours,More than half of the time,More than half of the time,More than half of the time,Most of the time,Most of the time,Rarely,Never,Occasionally,Never,Rarely,Rarely,Occasionally,Rarely,Never,Never,Often,Often,Occasionally,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Agree strongly
19/02/2024 11:58,19/02/2024 12:02,100,234,TRUE,19/02/2024 12:02,R_2PA0yn2KxF4qMdb,18,Woman,Suburb near a large city,Student,3,Over 6 hours,Less than half of the time,Less than half of the time,More than half of the time,Less than half of the time,More than half of the time,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,Often,Often,Occasionally,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree
19/02/2024 15:06,19/02/2024 15:08,100,161,TRUE,19/02/2024 15:08,R_2QUq5WbzEMZLANX,18,Woman,Large city,Student,1,30 minutes - 1 hour,Some of the time,Less than half of the time,Some of the time,More than half of the time,Most of the time,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Rarely,Never,Often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree a little
19/02/2024 17:49,19/02/2024 17:52,100,211,TRUE,19/02/2024 17:52,R_4Cb5zKiVTshCzXb,19,Woman,Large city,Student,,Over 6 hours,More than half of the time,More than half of the time,More than half of the time,Less than half of the time,More than half of the time,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Often,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little
19/02/2024 18:59,19/02/2024 19:02,100,167,TRUE,19/02/2024 19:02,R_2BMJpdcgt0PJVvj,18,Woman,Small city or town,Student,,Over 6 hours,Most of the time,More than half of the time,Most of the time,Most of the time,Most of the time,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Rarely,Occasionally,Occasionally,Often,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree
19/02/2024 18:58,19/02/2024 19:08,100,621,TRUE,19/02/2024 19:08,R_2fZpO4rJyWdNxWb,19,Woman,Large city,Student,0,Over 6 hours,More than half of the time,Most of the time,Less than half of the time,Some of the time,Most of the time,Often,Often,Occasionally,Never,Often,Rarely,Often,Never,Often,Never,Very often,Often,Occasionally,Agree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree a little,Agree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree
20/02/2024 00:57,20/02/2024 01:00,100,192,TRUE,20/02/2024 01:00,R_7NKwGDhZBxrFegf,18,Man,Large city,Student,2,Over 6 hours,Less than half of the time,Less than half of the time,Less than half of the time,More than half of the time,More than half of the time,Rarely,Never,Occasionally,Never,Rarely,Never,Never,Often,Never,Never,Very often,Very often,Often,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree
20/02/2024 10:15,20/02/2024 10:20,100,316,TRUE,20/02/2024 10:20,R_44hKfwS8TbtFBOI,21,Woman,Small city or town,Student,2,2 hours,Some of the time,Less than half of the time,Less than half of the time,Most of the time,Some of the time,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Rarely,Rarely,Often,Occasionally,Often,Agree a little,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree a little
20/02/2024 11:30,20/02/2024 11:33,100,195,TRUE,20/02/2024 11:33,R_27qbg4OJx3vsKji,21,Woman,Suburb near a large city,Student,2,3 hours,Most of the time,Most of the time,Less than half of the time,Less than half of the time,Less than half of the time,Rarely,Never,Occasionally,Occasionally,Rarely,Rarely,Often,Occasionally,Never,Rarely,Very often,Very often,Often,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
20/02/2024 14:46,20/02/2024 14:50,100,233,TRUE,20/02/2024 14:50,R_7P7D66yCldABQcq,18,Woman,Large city,Student,0,3 hours,Most of the time,More than half of the time,More than half of the time,More than half of the time,Most of the time,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Very often,Often,Occasionally,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree strongly,Agree a little,Agree a little,Agree a little
20/02/2024 14:45,20/02/2024 14:51,100,354,TRUE,20/02/2024 14:51,R_1r0YCUur5u6LwcN,18,Woman,Small city or town,Student,,3 hours,Most of the time,More than half of the time,Most of the time,Less than half of the time,Most of the time,Rarely,Never,Rarely,Never,Rarely,Rarely,Often,Often,Rarely,Rarely,Very often,Often,Rarely,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
20/02/2024 15:26,20/02/2024 15:35,100,541,TRUE,20/02/2024 15:35,R_1dF9EM7U5UE732U,18,Woman,Suburb near a large city,Student,2,4 hours,Some of the time,More than half of the time,Less than half of the time,At no time,Most of the time,Never,Never,Often,Never,Occasionally,Never,Often,Occasionally,Rarely,Never,Very often,Often,Occasionally,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
21/02/2024 10:59,21/02/2024 11:04,100,310,TRUE,21/02/2024 11:04,R_742xtTuhEDV8TMl,18,Woman,Large city,Student,3,Over 6 hours,More than half of the time,Less than half of the time,Less than half of the time,Less than half of the time,Most of the time,Never,Never,Occasionally,Never,Occasionally,Never,Never,Often,Never,Never,Very often,Often,Often,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree
21/02/2024 11:29,21/02/2024 11:34,100,283,TRUE,21/02/2024 11:34,R_2niMnNrZo0omvrr,18,Woman,Suburb near a large city,Student,2,Over 6 hours,Most of the time,More than half of the time,More than half of the time,Less than half of the time,More than half of the time,Rarely,Never,Rarely,Never,Rarely,Never,Occasionally,Never,Never,Never,Often,Rarely,Often,Agree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree
